ID,NAME,
1296436,有话好好说,
1819388,波斯王子：时之刃,
25723583,英伦对决,
2354729,神秘代码,
3742937,超级战舰,
10833923,等风来,
1309203,牛仔裤的夏天,
4009651,斗牛,
2303163,超级大坏蛋,
5194471,画壁,
2082013,欲望都市,
1304624,旺角卡门,
3102668,天降美食,
10594965,实习生,
4196129,天使之恋,
25746375,我是路人甲,
2277018,麦兜响当当,
1408312,旋风小子,
25755645,老男孩猛龙过江,
4942778,白蛇传说,
16475702,一夜惊喜,
1806555,热血警探,
25786077,末日崩塌,
26726098,他是龙,
25827963,西游记之孙悟空三打白骨精,
2028585,穿靴子的猫,
10576419,蓝色茉莉,
25858785,澳门风云2,
6533054,饥饿游戏3：嘲笑鸟(上),
2997052,吾栖之肤,
1309084,贱女孩,
1294927,星愿,
3711760,倩女幽魂,
1291574,玩具总动员2,
26259634,何以笙箫默,
4226741,李献计历险记,
25752261,女间谍,
26942674,神秘巨星,
3036473,勇敢传说,
3569911,全面回忆,
1297995,美女与野兽,
6844868,狼少年,
2998253,兰戈,
20278505,前目的地,
3041264,洛杉矶之战,
4718369,白鹿原,
